Id_Comanda;Giorno;Id_dipendente;Tavolo;OrdineCibo;Ordinebevanda;Id_provider
6423;18/04/2022;2;8;2;36;4
6424;18/04/2022;3;8;19;34;1
6425;18/04/2022;2;8;22;37;3
6426;18/04/2022;3;8;9;33;3
6427;18/04/2022;4;8;24;35;4
6428;18/04/2022;4;8;18;39;5
6429;18/04/2022;3;8;28;37;1
6430;18/04/2022;3;8;25;34;4
6431;18/04/2022;4;8;31;39;4
6432;18/04/2022;2;8;12;39;5
6433;18/04/2022;3;8;28;34;1
6434;18/04/2022;4;9;17;33;1
6435;18/04/2022;4;9;32;38;5
6436;18/04/2022;2;9;4;36;2
6437;18/04/2022;4;9;5;33;5
6438;18/04/2022;2;9;25;36;1
6439;18/04/2022;3;9;17;39;2
6440;18/04/2022;2;10;22;33;1
6441;18/04/2022;2;10;15;35;2
6442;18/04/2022;2;10;8;33;1
6443;18/04/2022;3;10;10;33;4
6444;18/04/2022;2;10;5;35;2
6445;18/04/2022;4;10;24;38;1
6446;18/04/2022;3;10;15;38;2
6447;19/04/2022;4;1;27;33;5
6448;19/04/2022;2;1;12;39;1
6449;19/04/2022;4;1;5;37;1
6450;19/04/2022;2;1;10;35;4
6451;19/04/2022;2;1;25;39;3
6452;19/04/2022;2;1;10;34;2
6453;19/04/2022;4;1;32;38;5
6454;19/04/2022;2;1;19;35;5
6455;19/04/2022;3;1;18;33;1
6456;19/04/2022;3;1;31;37;1
6457;19/04/2022;4;2;19;39;4
6458;19/04/2022;4;2;3;34;1
6459;19/04/2022;3;2;14;37;1
6460;19/04/2022;2;2;23;35;3
6461;19/04/2022;3;2;27;37;5
6462;19/04/2022;2;2;19;35;3
6463;19/04/2022;2;3;7;33;5
6464;19/04/2022;4;3;6;38;2
6465;19/04/2022;2;3;30;35;1
6466;19/04/2022;4;3;3;39;3
6467;19/04/2022;2;4;12;37;1
6468;19/04/2022;3;4;18;37;4
6469;19/04/2022;4;4;4;34;2
6470;19/04/2022;2;4;2;36;5
6471;19/04/2022;2;5;22;35;5
6472;19/04/2022;3;5;11;37;2
6473;19/04/2022;2;5;11;33;1
6474;19/04/2022;4;5;14;33;3
6475;19/04/2022;4;5;22;35;4
6476;19/04/2022;4;5;32;35;1
6477;19/04/2022;4;6;20;39;3
6478;19/04/2022;3;6;0;39;1
6479;19/04/2022;2;6;1;34;5
6480;19/04/2022;2;6;8;39;5
6481;19/04/2022;3;7;18;37;1
6482;19/04/2022;4;7;5;33;1
6483;19/04/2022;4;7;12;37;4
6484;19/04/2022;2;7;3;39;1
6485;19/04/2022;4;7;10;33;4
6486;19/04/2022;3;7;32;38;1
6487;19/04/2022;4;7;32;36;1
6488;19/04/2022;3;7;0;35;5
6489;19/04/2022;2;7;26;36;1
6490;19/04/2022;2;8;29;35;1
6491;19/04/2022;2;8;19;35;1
6492;19/04/2022;4;8;29;33;1
6493;19/04/2022;4;8;6;37;2
6494;19/04/2022;3;8;12;35;1
6495;19/04/2022;2;8;11;39;1
6496;19/04/2022;2;8;6;33;4
6497;19/04/2022;3;8;5;33;1
6498;19/04/2022;2;9;29;34;1
6499;19/04/2022;3;9;6;37;1
6500;19/04/2022;3;9;0;35;1
6501;19/04/2022;3;9;0;33;5
6502;19/04/2022;3;9;12;33;1
6503;19/04/2022;2;9;10;39;5
6504;19/04/2022;2;9;23;34;1
6505;19/04/2022;4;10;17;35;1
6506;19/04/2022;4;10;22;39;2
6507;19/04/2022;2;10;5;37;1
6508;19/04/2022;2;10;5;34;3
6509;19/04/2022;3;10;1;37;5
6510;19/04/2022;2;10;25;38;2
6511;19/04/2022;4;10;30;37;2
6512;19/04/2022;4;10;30;37;1
6513;20/04/2022;4;1;24;39;1
6514;20/04/2022;3;1;13;38;1
6515;20/04/2022;4;1;27;38;3
6516;20/04/2022;4;1;13;35;5
6517;20/04/2022;4;2;15;34;4
6518;20/04/2022;2;2;16;37;5
6519;20/04/2022;3;2;15;37;2
6520;20/04/2022;4;2;26;34;4
6521;20/04/2022;2;3;13;35;1
6522;20/04/2022;2;3;21;39;5
6523;20/04/2022;2;4;23;39;1
6524;20/04/2022;3;4;11;37;3
6525;20/04/2022;4;4;16;33;1
6526;20/04/2022;3;4;21;37;1
6527;20/04/2022;3;5;13;33;4
6528;20/04/2022;4;5;26;37;3
6529;20/04/2022;3;5;15;39;4
6530;20/04/2022;3;5;14;34;1
6531;20/04/2022;2;6;3;34;1
6532;20/04/2022;4;6;18;38;1
6533;20/04/2022;4;6;22;33;4
6534;20/04/2022;3;6;28;36;3
6535;20/04/2022;2;6;26;39;2
6536;20/04/2022;2;6;9;34;4
6537;20/04/2022;4;6;9;36;2
6538;20/04/2022;4;6;1;37;1
6539;20/04/2022;2;6;19;38;3
6540;20/04/2022;4;6;17;38;1
6541;20/04/2022;4;7;30;36;3
6542;20/04/2022;3;7;1;35;4
6543;20/04/2022;4;7;13;36;5
6544;20/04/2022;3;7;12;39;1
6545;20/04/2022;3;7;22;38;4
6546;20/04/2022;4;7;28;34;2
6547;20/04/2022;4;8;25;39;3
6548;20/04/2022;4;8;23;35;3
6549;20/04/2022;2;8;6;38;1
6550;20/04/2022;3;8;13;38;3
6551;20/04/2022;4;9;4;37;3
6552;20/04/2022;3;9;23;37;1
6553;20/04/2022;2;9;3;35;1
6554;20/04/2022;3;9;2;38;2
6555;20/04/2022;3;9;3;37;1
6556;20/04/2022;2;9;8;37;3
6557;20/04/2022;3;9;30;37;2
6558;20/04/2022;3;10;22;38;1
6559;20/04/2022;3;10;0;34;5
6560;20/04/2022;2;10;23;38;5
6561;20/04/2022;4;10;25;36;1
6562;20/04/2022;2;10;27;38;1
6563;20/04/2022;2;10;13;34;4
6564;20/04/2022;3;10;21;35;2
6565;20/04/2022;3;10;25;39;1
6566;20/04/2022;2;10;27;36;1
6567;21/04/2022;4;1;17;38;1
6568;21/04/2022;3;1;24;39;1
6569;21/04/2022;4;1;1;38;1
6570;21/04/2022;4;1;4;33;1
6571;21/04/2022;3;1;19;38;1
6572;21/04/2022;2;1;12;36;5
6573;21/04/2022;4;1;23;34;5
6574;21/04/2022;3;1;23;34;1
6575;21/04/2022;4;2;8;36;3
6576;21/04/2022;2;2;26;38;3
6577;21/04/2022;2;2;25;34;1
6578;21/04/2022;2;2;21;39;1
6579;21/04/2022;2;2;7;33;3
6580;21/04/2022;3;3;30;37;2
6581;21/04/2022;4;3;11;38;5
6582;21/04/2022;4;3;17;35;1
6583;21/04/2022;2;3;18;39;4
6584;21/04/2022;4;3;22;37;1
6585;21/04/2022;3;3;13;38;1
6586;21/04/2022;4;4;28;37;5
6587;21/04/2022;2;4;6;33;3
6588;21/04/2022;4;4;16;38;1
6589;21/04/2022;2;5;31;37;5
6590;21/04/2022;4;5;17;38;3
6591;21/04/2022;2;5;27;33;1
6592;21/04/2022;3;5;8;39;1
6593;21/04/2022;3;5;19;38;5
6594;21/04/2022;3;6;18;33;4
6595;21/04/2022;3;6;19;38;1
6596;21/04/2022;4;6;8;36;2
6597;21/04/2022;2;6;7;37;3
6598;21/04/2022;2;6;30;34;1
6599;21/04/2022;3;6;27;36;5
6600;21/04/2022;2;6;9;36;4
6601;21/04/2022;2;6;22;34;3
6602;21/04/2022;4;6;18;37;1
6603;21/04/2022;2;6;16;38;4
6604;21/04/2022;2;7;21;33;2
6605;21/04/2022;4;7;14;37;3
6606;21/04/2022;2;7;11;38;1
6607;21/04/2022;2;7;30;39;5
6608;21/04/2022;4;7;8;34;5
6609;21/04/2022;2;8;10;36;2
6610;21/04/2022;3;8;4;39;4
6611;21/04/2022;3;8;3;37;3
6612;21/04/2022;4;8;25;35;4
6613;21/04/2022;4;8;3;34;5
6614;21/04/2022;2;8;3;37;1
6615;21/04/2022;2;8;10;39;1
6616;21/04/2022;3;8;14;34;4
6617;21/04/2022;2;9;19;38;1
6618;21/04/2022;2;9;30;38;5
6619;21/04/2022;2;9;17;33;3
6620;21/04/2022;3;9;24;38;5
6621;21/04/2022;3;9;31;35;1
6622;21/04/2022;2;9;16;36;5
6623;21/04/2022;3;9;7;34;2
6624;21/04/2022;4;9;0;38;1
6625;21/04/2022;3;9;19;35;5
6626;21/04/2022;2;10;26;33;1
6627;21/04/2022;2;10;11;36;1
6628;21/04/2022;3;10;22;33;1
6629;21/04/2022;3;10;19;37;5
6630;21/04/2022;2;10;30;36;4
6631;22/04/2022;3;1;13;39;5
6632;22/04/2022;2;1;26;35;2
6633;22/04/2022;3;1;26;39;1
6634;22/04/2022;2;1;4;38;1
6635;22/04/2022;3;1;7;35;4
6636;22/04/2022;3;1;16;33;1
6637;22/04/2022;2;1;9;37;1
6638;22/04/2022;2;2;13;38;4
6639;22/04/2022;4;2;0;34;1
6640;22/04/2022;3;2;25;36;2
6641;22/04/2022;4;2;25;34;2
6642;22/04/2022;4;2;13;38;4
6643;22/04/2022;2;3;18;35;4
6644;22/04/2022;3;3;0;38;1
6645;22/04/2022;2;3;28;36;5
6646;22/04/2022;4;3;26;36;5
6647;22/04/2022;2;3;27;33;1
6648;22/04/2022;4;3;4;38;1
6649;22/04/2022;4;3;13;35;1
6650;22/04/2022;2;4;27;39;1
6651;22/04/2022;2;4;19;35;2
6652;22/04/2022;3;4;16;34;3
6653;22/04/2022;4;5;20;38;2
6654;22/04/2022;2;5;22;38;1
6655;22/04/2022;2;5;23;38;3
6656;22/04/2022;2;5;9;34;1
6657;22/04/2022;2;5;29;39;5
6658;22/04/2022;3;5;12;37;1
6659;22/04/2022;3;6;3;36;2
6660;22/04/2022;4;6;14;34;3
6661;22/04/2022;3;6;31;36;4
6662;22/04/2022;2;6;12;34;3
6663;22/04/2022;4;6;12;33;1
6664;22/04/2022;2;7;14;37;1
6665;22/04/2022;4;7;30;39;5
6666;22/04/2022;2;7;16;38;1
6667;22/04/2022;3;7;6;37;3
6668;22/04/2022;4;7;17;33;3
6669;22/04/2022;4;7;2;36;1
6670;22/04/2022;4;7;10;36;5
6671;22/04/2022;2;7;22;33;3
6672;22/04/2022;3;8;14;38;4
6673;22/04/2022;4;8;4;36;2
6674;22/04/2022;2;8;23;37;5
6675;22/04/2022;4;8;28;33;3
6676;22/04/2022;2;8;29;33;1
6677;22/04/2022;2;8;13;37;4
6678;22/04/2022;4;9;25;38;2
6679;22/04/2022;2;9;27;34;2
6680;22/04/2022;4;9;15;36;1
6681;22/04/2022;3;9;13;35;1
6682;22/04/2022;3;9;18;39;4
6683;22/04/2022;3;9;19;37;4
6684;22/04/2022;4;10;17;36;1
6685;22/04/2022;4;10;19;38;5
6686;22/04/2022;2;10;27;36;1
6687;22/04/2022;3;10;5;34;4
6688;22/04/2022;2;10;30;38;1
6689;22/04/2022;3;10;24;39;2
6690;22/04/2022;2;10;1;35;1
6691;23/04/2022;2;1;8;37;1
6692;23/04/2022;3;1;6;36;1
6693;23/04/2022;4;1;23;33;1
6694;23/04/2022;4;1;23;36;1
6695;23/04/2022;3;2;29;39;3
6696;23/04/2022;2;2;30;33;2
6697;23/04/2022;2;2;1;38;4
6698;23/04/2022;3;2;17;34;1
6699;23/04/2022;4;2;5;38;3
6700;23/04/2022;3;2;31;33;5
6701;23/04/2022;2;2;2;39;3
6702;23/04/2022;4;2;16;38;2
6703;23/04/2022;3;2;11;36;1
6704;23/04/2022;2;2;31;38;1
6705;23/04/2022;4;3;29;35;1
6706;23/04/2022;3;3;32;33;1
6707;23/04/2022;4;3;30;37;5
6708;23/04/2022;4;3;19;33;1
6709;23/04/2022;3;3;26;34;5
6710;23/04/2022;2;3;19;33;2
6711;23/04/2022;3;3;3;37;3
6712;23/04/2022;4;3;11;35;2
6713;23/04/2022;3;3;31;36;3
6714;23/04/2022;3;3;30;35;4
6715;23/04/2022;2;4;23;39;1
6716;23/04/2022;3;4;14;34;1
6717;23/04/2022;3;4;18;35;1
6718;23/04/2022;4;4;27;36;2
6719;23/04/2022;4;4;9;39;3
6720;23/04/2022;3;4;32;38;1
6721;23/04/2022;3;4;32;36;4
6722;23/04/2022;2;4;23;35;1
6723;23/04/2022;2;4;15;38;3
6724;23/04/2022;4;5;27;33;2
6725;23/04/2022;3;5;20;36;5
6726;23/04/2022;4;5;29;34;2
6727;23/04/2022;4;5;3;39;3
6728;23/04/2022;3;5;18;36;1
6729;23/04/2022;2;6;26;33;3
6730;23/04/2022;3;6;13;34;2
6731;23/04/2022;4;6;7;33;1
6732;23/04/2022;4;6;4;35;4
6733;23/04/2022;2;6;6;33;1
6734;23/04/2022;4;6;26;35;4
6735;23/04/2022;2;7;29;35;1
6736;23/04/2022;3;7;24;35;3
6737;23/04/2022;4;7;29;36;1
6738;23/04/2022;2;7;9;34;3
6739;23/04/2022;2;7;28;37;5
6740;23/04/2022;3;7;8;34;4
6741;23/04/2022;4;7;26;38;1
6742;23/04/2022;2;7;20;38;1
6743;23/04/2022;2;8;0;33;1
6744;23/04/2022;3;8;7;38;2
6745;23/04/2022;4;8;31;39;1
6746;23/04/2022;2;9;32;36;1
6747;23/04/2022;2;9;20;38;5
6748;23/04/2022;2;10;20;33;3
6749;23/04/2022;2;10;15;37;1
6750;23/04/2022;4;10;7;38;1
6751;23/04/2022;4;10;9;37;5
6752;23/04/2022;2;10;2;33;1
6753;24/04/2022;2;1;12;34;5
6754;24/04/2022;2;1;24;33;5
6755;24/04/2022;3;1;19;35;3
6756;24/04/2022;4;1;16;39;5
6757;24/04/2022;2;1;11;33;2
6758;24/04/2022;4;1;7;38;5
6759;24/04/2022;3;1;23;33;4
6760;24/04/2022;4;2;8;36;3
6761;24/04/2022;2;2;23;39;4
6762;24/04/2022;2;2;24;34;5
6763;24/04/2022;4;2;16;38;4
6764;24/04/2022;2;2;24;39;3
6765;24/04/2022;3;2;28;36;4
6766;24/04/2022;3;3;15;37;1
6767;24/04/2022;2;3;20;33;3
6768;24/04/2022;2;3;17;37;3
6769;24/04/2022;4;3;19;36;1
6770;24/04/2022;3;3;7;36;1
6771;24/04/2022;3;3;2;34;1
6772;24/04/2022;3;3;13;38;1
6773;24/04/2022;2;3;25;36;1
6774;24/04/2022;3;3;16;37;3
6775;24/04/2022;3;3;20;33;1
6776;24/04/2022;3;4;30;35;1
6777;24/04/2022;2;4;29;38;5
6778;24/04/2022;4;4;18;36;1
6779;24/04/2022;2;4;3;37;5
6780;24/04/2022;3;4;9;33;5
6781;24/04/2022;4;4;30;38;1
6782;24/04/2022;3;4;0;33;1
6783;24/04/2022;3;5;21;39;3
6784;24/04/2022;3;5;31;39;3
6785;24/04/2022;3;5;27;34;1
6786;24/04/2022;3;5;20;39;5
6787;24/04/2022;3;5;2;33;3
6788;24/04/2022;4;5;11;35;1
6789;24/04/2022;2;5;8;36;1
6790;24/04/2022;2;5;24;38;3
6791;24/04/2022;4;6;2;37;3
6792;24/04/2022;2;7;26;37;1
6793;24/04/2022;2;7;12;38;2
6794;24/04/2022;3;7;30;38;3
6795;24/04/2022;3;7;32;39;5
6796;24/04/2022;2;7;26;35;4
6797;24/04/2022;2;7;9;34;4
6798;24/04/2022;4;8;24;39;1
6799;24/04/2022;4;8;20;33;5
6800;24/04/2022;3;8;3;36;2
6801;24/04/2022;4;8;18;33;1
6802;24/04/2022;2;8;26;34;5
6803;24/04/2022;2;9;6;39;1
6804;24/04/2022;3;9;7;37;1
6805;24/04/2022;2;9;2;34;1
6806;24/04/2022;2;9;4;35;1
6807;24/04/2022;3;9;32;35;3
6808;24/04/2022;2;9;25;37;3
6809;24/04/2022;3;9;28;33;3
6810;24/04/2022;3;9;1;34;1
6811;24/04/2022;4;9;20;39;1
6812;24/04/2022;2;9;27;39;1
6813;24/04/2022;4;9;27;38;2
6814;24/04/2022;4;10;14;39;5
6815;24/04/2022;2;10;20;36;1
6816;24/04/2022;4;10;31;37;1
6817;24/04/2022;4;10;30;33;1
6818;24/04/2022;4;10;12;35;2
6819;24/04/2022;2;10;12;35;3
6820;24/04/2022;3;10;7;37;2
6821;24/04/2022;2;10;15;37;1
6822;24/04/2022;4;10;26;37;1
6823;25/04/2022;2;1;18;36;2
6824;25/04/2022;2;1;13;37;1
6825;25/04/2022;3;2;24;37;4
6826;25/04/2022;4;2;11;36;4
6827;25/04/2022;2;2;29;33;3
6828;25/04/2022;4;2;6;35;1
6829;25/04/2022;2;2;20;37;5
6830;25/04/2022;2;2;1;34;1
6831;25/04/2022;3;2;26;33;4
6832;25/04/2022;2;3;19;38;5
6833;25/04/2022;3;3;16;39;3
6834;25/04/2022;3;3;18;34;5
6835;25/04/2022;4;3;6;33;5
6836;25/04/2022;4;4;6;36;5
6837;25/04/2022;4;4;12;39;4
6838;25/04/2022;4;4;32;35;2
6839;25/04/2022;4;4;21;38;2
6840;25/04/2022;3;5;23;37;5
6841;25/04/2022;2;5;11;34;2
6842;25/04/2022;4;5;7;37;1
6843;25/04/2022;3;6;1;39;3
6844;25/04/2022;4;6;3;37;3
6845;25/04/2022;3;6;11;38;3
6846;25/04/2022;2;6;29;37;3
6847;25/04/2022;4;6;27;33;2
6848;25/04/2022;2;6;2;39;1
6849;25/04/2022;2;6;7;34;3
6850;25/04/2022;3;6;9;39;1
6851;25/04/2022;4;6;29;38;1
6852;25/04/2022;2;7;20;36;2
6853;25/04/2022;2;7;2;39;2
6854;25/04/2022;2;7;25;35;3
6855;25/04/2022;2;7;5;38;5
6856;25/04/2022;4;7;6;34;3
6857;25/04/2022;4;7;24;33;3
6858;25/04/2022;2;7;12;35;1
6859;25/04/2022;4;7;10;33;4
6860;25/04/2022;3;7;11;37;1
6861;25/04/2022;2;8;11;37;2
6862;25/04/2022;3;8;24;34;1
6863;25/04/2022;4;8;27;35;2
6864;25/04/2022;2;8;25;37;1
6865;25/04/2022;2;8;13;38;1
6866;25/04/2022;3;8;19;34;1
6867;25/04/2022;4;8;6;38;4
6868;25/04/2022;3;8;8;34;1
6869;25/04/2022;2;8;17;38;3
6870;25/04/2022;3;9;7;35;3
6871;25/04/2022;3;9;13;37;3
6872;25/04/2022;4;9;29;35;2
6873;25/04/2022;4;9;6;39;1
6874;25/04/2022;4;9;12;35;5
6875;25/04/2022;2;9;9;36;1
6876;25/04/2022;2;9;30;35;4
6877;25/04/2022;4;9;13;36;3
6878;25/04/2022;4;10;26;34;5
6879;25/04/2022;3;10;20;36;1
6880;25/04/2022;4;10;14;36;1
6881;25/04/2022;3;10;32;38;1
6882;25/04/2022;4;10;2;33;1
6883;25/04/2022;2;10;18;35;4
6884;26/04/2022;4;1;19;39;1
6885;26/04/2022;3;1;3;33;2
6886;26/04/2022;2;1;14;35;1
6887;26/04/2022;4;1;18;35;1
6888;26/04/2022;3;2;17;37;4
6889;26/04/2022;4;2;21;38;5
6890;26/04/2022;4;2;26;39;1
6891;26/04/2022;3;2;15;39;3
6892;26/04/2022;4;2;13;39;4
6893;26/04/2022;2;2;27;38;3
6894;26/04/2022;4;2;25;36;1
6895;26/04/2022;4;2;32;39;1
6896;26/04/2022;4;2;12;35;4
6897;26/04/2022;2;2;8;34;1
6898;26/04/2022;3;2;0;34;4
6899;26/04/2022;3;2;28;36;1
6900;26/04/2022;3;3;1;37;1
6901;26/04/2022;2;3;16;37;3
6902;26/04/2022;3;3;17;37;1
6903;26/04/2022;3;3;17;34;1
6904;26/04/2022;4;3;12;36;1
6905;26/04/2022;3;3;25;38;1
6906;26/04/2022;2;3;23;36;1
6907;26/04/2022;2;4;21;37;2
6908;26/04/2022;3;4;5;39;3
6909;26/04/2022;2;4;16;33;1
6910;26/04/2022;4;4;21;37;1
6911;26/04/2022;3;4;2;33;3
6912;26/04/2022;3;4;16;34;2
6913;26/04/2022;3;4;5;37;5
6914;26/04/2022;3;5;12;33;4
6915;26/04/2022;2;5;6;36;1
6916;26/04/2022;3;5;15;35;3
6917;26/04/2022;4;5;8;38;5
6918;26/04/2022;2;5;18;39;1
6919;26/04/2022;3;5;8;37;1
6920;26/04/2022;4;5;28;39;3
6921;26/04/2022;3;6;30;35;1
6922;26/04/2022;2;6;27;37;1
6923;26/04/2022;2;6;6;35;4
6924;26/04/2022;4;6;4;36;5
6925;26/04/2022;4;7;4;37;1
6926;26/04/2022;3;7;17;38;1
6927;26/04/2022;3;7;22;34;5
6928;26/04/2022;2;7;31;34;5
6929;26/04/2022;2;7;16;37;1
6930;26/04/2022;3;8;21;35;5
6931;26/04/2022;3;8;12;33;1
6932;26/04/2022;3;8;0;39;5
6933;26/04/2022;3;8;14;35;3
6934;26/04/2022;2;8;13;38;1
6935;26/04/2022;2;8;24;35;2
6936;26/04/2022;4;8;5;35;1
6937;26/04/2022;4;8;27;38;1
6938;26/04/2022;2;9;1;37;4
6939;26/04/2022;4;9;8;39;3
6940;26/04/2022;3;9;17;36;2
6941;26/04/2022;2;9;31;35;1
6942;26/04/2022;3;9;16;34;3
6943;26/04/2022;3;9;4;33;1
6944;26/04/2022;3;9;21;38;5
6945;26/04/2022;3;9;10;38;2
6946;26/04/2022;4;10;21;34;3
6947;26/04/2022;3;10;23;35;2
6948;26/04/2022;2;10;0;36;1
6949;26/04/2022;4;10;30;35;2
6950;26/04/2022;3;10;12;35;4
6951;27/04/2022;3;1;5;33;3
6952;27/04/2022;4;1;21;38;5
6953;27/04/2022;3;1;9;39;5
6954;27/04/2022;3;1;9;33;4
6955;27/04/2022;2;1;31;37;2
6956;27/04/2022;3;2;31;37;1
6957;27/04/2022;3;2;18;36;4
6958;27/04/2022;2;2;6;36;1
6959;27/04/2022;2;2;13;38;1
6960;27/04/2022;2;2;15;39;1
6961;27/04/2022;2;2;28;33;5
6962;27/04/2022;2;3;6;36;1
6963;27/04/2022;2;3;29;34;4
6964;27/04/2022;2;3;13;36;1
6965;27/04/2022;2;3;11;33;1
6966;27/04/2022;4;3;27;37;1
6967;27/04/2022;2;4;21;34;4
6968;27/04/2022;4;4;0;34;4
6969;27/04/2022;2;4;12;36;1
6970;27/04/2022;3;4;26;37;5
6971;27/04/2022;3;4;28;33;1
6972;27/04/2022;3;5;3;38;4
6973;27/04/2022;4;5;25;35;1
6974;27/04/2022;2;5;26;35;1
6975;27/04/2022;4;5;22;37;1
6976;27/04/2022;4;5;22;36;5
6977;27/04/2022;4;5;3;38;1
6978;27/04/2022;4;5;1;34;2
6979;27/04/2022;3;5;0;34;1
6980;27/04/2022;4;5;26;39;1
6981;27/04/2022;3;5;24;33;3
6982;27/04/2022;3;5;16;35;4
6983;27/04/2022;3;5;24;36;1
6984;27/04/2022;3;6;0;39;4
6985;27/04/2022;4;6;28;39;1
6986;27/04/2022;4;6;17;33;1
6987;27/04/2022;3;6;28;33;4
6988;27/04/2022;4;6;5;34;1
6989;27/04/2022;4;6;21;34;2
6990;27/04/2022;2;6;14;35;4
6991;27/04/2022;2;6;15;35;1
6992;27/04/2022;2;7;7;33;1
6993;27/04/2022;3;7;31;34;1
6994;27/04/2022;3;8;23;39;4
6995;27/04/2022;3;8;1;37;1
6996;27/04/2022;3;8;4;38;1
6997;27/04/2022;3;8;12;35;1
6998;27/04/2022;2;8;12;35;5
6999;27/04/2022;3;9;7;39;5
7000;27/04/2022;2;9;30;33;1
7001;27/04/2022;2;9;16;38;1
7002;27/04/2022;2;9;17;36;5
7003;27/04/2022;3;9;13;34;1
7004;27/04/2022;4;9;21;38;3
7005;27/04/2022;4;9;1;34;1
7006;27/04/2022;3;9;18;36;5
7007;27/04/2022;2;10;23;37;5
7008;27/04/2022;3;10;8;34;1
7009;27/04/2022;4;10;12;39;1
7010;28/04/2022;4;1;17;37;1
7011;28/04/2022;3;1;10;36;1
7012;28/04/2022;2;2;25;39;3
7013;28/04/2022;4;2;28;37;2
7014;28/04/2022;2;2;6;34;1
7015;28/04/2022;3;2;16;33;2
7016;28/04/2022;4;2;15;34;5
7017;28/04/2022;4;3;19;34;1
7018;28/04/2022;3;3;17;34;1
7019;28/04/2022;4;3;12;37;3
7020;28/04/2022;4;3;17;35;4
7021;28/04/2022;2;3;18;39;1
7022;28/04/2022;4;3;23;37;1
7023;28/04/2022;4;3;15;35;1
7024;28/04/2022;3;3;12;34;2
7025;28/04/2022;2;4;31;39;2
7026;28/04/2022;3;4;17;33;5
7027;28/04/2022;2;4;22;39;5
7028;28/04/2022;4;4;5;38;1
7029;28/04/2022;2;4;21;33;3
7030;28/04/2022;2;4;1;36;4
7031;28/04/2022;2;5;29;38;3
7032;28/04/2022;3;5;16;38;4
7033;28/04/2022;4;5;5;35;3
7034;28/04/2022;4;5;9;38;4
7035;28/04/2022;4;5;2;35;1
7036;28/04/2022;2;5;15;33;1
7037;28/04/2022;4;5;18;36;4
7038;28/04/2022;3;5;0;34;1
7039;28/04/2022;4;5;13;35;1
7040;28/04/2022;2;6;18;39;3
7041;28/04/2022;3;6;16;35;1
7042;28/04/2022;2;6;18;34;1
7043;28/04/2022;2;6;9;37;3
7044;28/04/2022;2;6;31;39;4
7045;28/04/2022;3;6;3;35;3
7046;28/04/2022;4;7;12;34;1
7047;28/04/2022;4;7;26;33;1
7048;28/04/2022;4;7;29;39;4
7049;28/04/2022;4;7;4;36;1
7050;28/04/2022;4;7;5;39;1
7051;28/04/2022;3;7;20;34;1
7052;28/04/2022;4;8;20;37;3
7053;28/04/2022;4;8;16;34;1
7054;28/04/2022;4;8;32;39;1
7055;28/04/2022;3;8;26;34;1
7056;28/04/2022;3;8;26;35;1
7057;28/04/2022;2;8;17;36;3
7058;28/04/2022;3;9;18;35;2
7059;28/04/2022;3;9;6;35;4
7060;28/04/2022;4;9;32;33;2
7061;28/04/2022;4;9;9;34;4
7062;28/04/2022;3;9;12;33;1
7063;28/04/2022;4;9;28;34;1
7064;28/04/2022;3;10;21;37;5
7065;28/04/2022;2;10;31;33;1
7066;28/04/2022;2;10;9;34;3
7067;28/04/2022;2;10;7;33;2
7068;28/04/2022;4;10;29;38;5
7069;28/04/2022;3;10;31;39;3
7070;28/04/2022;4;10;26;33;1
7071;28/04/2022;2;10;11;37;1
7072;28/04/2022;4;10;24;34;5
7073;28/04/2022;4;10;10;34;4
7074;29/04/2022;4;1;15;34;1
7075;29/04/2022;3;1;8;35;3
7076;29/04/2022;2;1;21;37;4
7077;29/04/2022;4;1;20;33;1
7078;29/04/2022;2;1;13;39;3
7079;29/04/2022;3;1;31;39;4
7080;29/04/2022;4;1;23;39;2
7081;29/04/2022;3;1;18;37;1
7082;29/04/2022;3;1;14;34;5
7083;29/04/2022;3;2;14;39;5
7084;29/04/2022;4;2;23;33;2
7085;29/04/2022;3;2;26;39;1
7086;29/04/2022;3;2;15;36;3
7087;29/04/2022;3;2;1;33;4
7088;29/04/2022;3;2;32;36;1
7089;29/04/2022;3;2;2;33;4
7090;29/04/2022;2;2;4;34;1
7091;29/04/2022;4;2;26;33;1
7092;29/04/2022;3;2;4;37;1
7093;29/04/2022;3;3;15;38;3
7094;29/04/2022;2;3;6;37;5
7095;29/04/2022;2;3;10;39;5
7096;29/04/2022;4;3;11;37;1
7097;29/04/2022;3;3;2;33;4
7098;29/04/2022;4;4;9;37;2
7099;29/04/2022;2;4;29;37;2
7100;29/04/2022;4;4;22;35;1
7101;29/04/2022;3;4;21;33;1
7102;29/04/2022;2;4;24;39;1
7103;29/04/2022;2;4;3;36;2
7104;29/04/2022;3;4;11;38;2
7105;29/04/2022;4;5;24;37;1
7106;29/04/2022;4;5;18;37;1
7107;29/04/2022;3;5;22;34;5
7108;29/04/2022;4;5;24;37;1
7109;29/04/2022;3;5;2;36;3
7110;29/04/2022;4;6;22;33;1
7111;29/04/2022;2;6;15;39;5
7112;29/04/2022;2;6;5;39;1
7113;29/04/2022;3;6;29;34;1
7114;29/04/2022;4;6;0;35;4
7115;29/04/2022;2;6;24;39;2
7116;29/04/2022;3;6;1;39;4
7117;29/04/2022;3;6;20;35;1
7118;29/04/2022;3;6;3;34;1
7119;29/04/2022;4;6;11;34;5
